,carat,cut,table,price,x,y,z
2047,0.32,3,56.0,561,4.39,4.41,2.71
2048,0.32,0,57.0,561,4.38,4.42,2.72
2049,0.32,3,59.0,561,4.33,4.36,2.71
2050,0.32,2,56.0,561,4.36,4.39,2.76
2051,0.32,3,61.0,561,4.38,4.43,2.72
2052,0.32,1,58.0,561,4.33,4.38,2.7
2053,0.32,1,59.0,561,4.33,4.36,2.72
2054,0.32,3,57.0,561,4.34,4.39,2.74
2055,0.32,1,60.0,561,4.33,4.36,2.72
2056,0.32,3,59.0,561,4.41,4.42,2.67
2057,0.32,3,57.0,561,4.38,4.43,2.74
2058,0.32,1,60.0,561,4.4,4.44,2.68
2059,0.32,0,57.0,561,4.43,4.46,2.68
2060,0.32,3,58.0,561,4.4,4.42,2.67
2061,0.32,3,54.0,561,4.37,4.41,2.76
2062,0.32,1,60.0,561,4.39,4.44,2.66
2063,0.32,1,60.0,561,4.34,4.39,2.71
2064,0.32,1,59.0,561,4.35,4.38,2.7
2065,0.32,1,58.0,561,4.35,4.4,2.73
2066,0.32,1,58.0,561,4.35,4.4,2.69
2067,0.32,0,56.0,561,4.39,4.43,2.73
2068,0.32,1,60.0,561,4.4,4.42,2.71
2069,0.32,1,59.0,561,4.36,4.39,2.71
2070,0.76,1,59.0,3107,5.79,5.76,3.64
2071,0.9,2,65.0,3107,6.12,6.09,3.81
2072,0.9,3,59.0,3107,6.12,6.07,3.86
2073,0.76,1,60.0,3107,5.97,5.94,3.59
2074,0.81,1,58.0,3107,5.98,5.95,3.68
2075,0.77,0,56.0,3108,5.89,5.95,3.64
2076,0.74,1,59.0,3108,5.77,5.73,3.59
2077,0.75,1,61.0,3108,5.97,5.91,3.56
2078,0.7,3,60.0,3109,5.61,5.64,3.49
2079,0.7,1,59.0,3109,5.67,5.6,3.49
2080,0.81,0,57.0,3109,5.92,5.97,3.71
2081,1.01,2,58.0,3110,6.33,6.39,4.02
2082,0.76,3,58.0,3111,5.88,5.93,3.6
2083,1.01,2,56.0,3111,6.37,6.3,4.06
2084,0.8,0,58.0,3111,5.89,5.96,3.74
2085,0.68,3,60.0,3112,5.83,5.89,3.36
2086,0.91,3,58.0,3112,6.23,6.28,3.85
2087,0.79,1,59.0,3112,5.89,5.96,3.64
2088,0.71,3,58.0,3112,5.78,5.82,3.47
2089,0.71,3,57.0,3112,5.63,5.7,3.57
2090,0.71,0,57.0,3112,5.71,5.79,3.54
2091,0.71,3,58.0,3113,5.68,5.72,3.49
2092,0.78,3,58.0,3113,5.81,5.89,3.66
2093,0.82,0,57.0,3113,6.02,6.07,3.7
2094,0.9,2,61.0,3114,6.14,6.22,3.73
2095,0.9,3,60.0,3114,6.22,6.32,3.77
2096,0.76,0,55.0,3114,5.86,5.91,3.63
2097,0.77,0,56.0,3114,5.85,5.88,3.64
2098,0.9,2,58.0,3114,5.97,6.03,3.86
2099,0.93,0,54.0,3114,6.35,6.32,3.87
2100,0.86,3,56.0,3115,6.02,6.05,3.85
2101,0.7,2,60.0,3115,5.69,5.75,3.45
2102,0.9,2,60.0,3115,6.0,6.1,3.89
2103,0.84,1,59.0,3115,6.18,6.13,3.63
2104,0.8,2,55.0,3116,5.87,5.92,3.73
2105,0.9,2,57.0,3116,6.08,6.14,3.87
2106,0.9,2,59.0,3116,6.06,6.13,3.85
2107,0.71,0,56.0,3116,5.77,5.79,3.54
2108,0.92,4,58.0,3117,6.1,6.04,3.94
2109,1.08,1,59.0,3118,6.54,6.59,4.05
2110,0.85,0,56.0,3118,6.26,6.17,3.75
2111,0.83,3,58.0,3118,5.98,5.94,3.76
2112,1.16,4,55.0,3118,6.47,6.37,4.38
2113,0.87,0,57.0,3118,6.14,6.09,3.77
2114,0.9,3,59.0,3119,6.14,6.2,3.82
2115,0.7,0,55.0,3119,5.7,5.74,3.54
2116,0.7,0,55.0,3119,5.74,5.76,3.52
2117,1.02,1,58.0,3119,6.42,6.37,3.98
2118,1.02,4,59.0,3119,6.34,6.24,4.08
2119,0.91,4,60.0,3119,6.04,5.96,3.87
2120,0.75,0,56.0,3120,5.82,5.85,3.62
2121,0.9,3,56.0,3120,6.15,6.12,3.88
2122,0.77,0,54.0,3121,5.93,5.89,3.69
2123,0.76,2,60.7,3121,5.86,5.9,3.55
2124,0.9,1,58.0,3121,6.26,6.2,3.85
2125,0.9,3,59.0,3121,6.1,6.05,3.86
2126,0.9,1,59.0,3121,6.19,6.15,3.83
2127,0.86,0,57.0,3121,6.1,6.07,3.78
2128,0.71,3,56.0,3122,5.85,5.78,3.49
2129,0.72,0,56.0,3122,5.74,5.77,3.56
2130,0.72,0,56.0,3122,5.85,5.88,3.52
2131,0.92,2,65.0,3122,6.42,6.48,3.7
2132,0.9,3,56.0,3123,6.04,6.11,3.9
2133,0.7,0,57.0,3123,5.61,5.65,3.51
2134,0.71,0,56.2,3123,5.7,5.75,3.53
2135,0.71,0,56.6,3123,5.75,5.79,3.52
2136,0.71,0,56.1,3123,5.72,5.74,3.54
2137,0.82,0,57.0,3123,6.07,6.06,3.68
2138,0.77,3,59.0,3124,5.81,5.84,3.66
2139,0.72,0,56.0,3124,5.79,5.77,3.55
2140,0.84,3,58.0,3125,6.02,6.09,3.76
2141,0.83,0,57.0,3125,6.02,6.05,3.7
2142,0.94,2,61.0,3125,6.48,6.43,3.74
2143,0.9,2,64.0,3125,6.18,6.11,3.72
2144,0.52,0,55.0,3125,5.2,5.19,3.21
2145,0.93,1,59.0,3125,6.34,6.32,3.87
2146,0.57,3,56.0,3126,5.27,5.31,3.32
2147,0.72,0,57.0,3126,5.72,5.81,3.53
2148,0.57,0,56.0,3126,5.33,5.35,3.29
2149,1.13,2,58.0,3127,6.58,6.61,4.18
2150,0.7,3,57.0,3127,5.69,5.73,3.52
2151,0.7,3,57.0,3127,5.68,5.71,3.53
2152,0.73,0,55.0,3127,5.77,5.74,3.58
2153,0.73,0,56.0,3127,5.81,5.75,3.58
2154,0.73,1,57.0,3127,5.79,5.75,3.57
2155,0.71,0,57.0,3128,5.75,5.77,3.52
2156,0.7,0,56.0,3129,5.7,5.74,3.52
2157,0.75,3,57.0,3129,5.78,5.74,3.64
2158,0.75,0,55.0,3129,5.72,5.79,3.6
2159,0.97,2,58.0,3129,6.25,6.22,4.01
2160,0.74,0,57.0,3130,5.82,5.85,3.57
2161,0.74,0,55.0,3130,5.87,5.93,3.57
2162,0.74,0,55.0,3130,5.8,5.83,3.6
2163,0.74,0,57.0,3130,5.81,5.83,3.57
2164,0.7,3,60.0,3131,5.73,5.77,3.52
2165,0.71,3,62.0,3131,5.69,5.76,3.45
2166,0.82,0,55.0,3131,5.94,5.98,3.73
2167,0.72,0,55.0,3133,5.76,5.8,3.56
2168,0.82,0,55.0,3133,6.02,6.05,3.73
2169,0.74,1,57.0,3133,5.94,5.89,3.55
2170,0.94,2,60.0,3134,6.14,6.21,3.94
2171,0.71,0,56.0,3135,5.76,5.78,3.53
2172,0.71,0,57.0,3135,5.77,5.82,3.5
2173,0.73,0,56.0,3135,5.71,5.77,3.61
2174,0.8,3,57.0,3135,5.94,5.89,3.73
2175,0.81,1,58.0,3135,6.07,5.99,3.66
2176,0.7,1,59.0,3136,5.66,5.62,3.53
2177,1.0,4,59.0,3136,6.07,6.01,4.02
2178,0.8,1,59.0,3136,6.09,6.0,3.6
2179,0.75,0,57.0,3136,5.93,5.9,3.56
2180,1.0,1,58.0,3136,6.38,6.33,3.96
2181,0.71,0,55.0,3136,5.74,5.71,3.56
2182,1.0,4,53.0,3136,6.19,6.13,4.13
2183,1.0,4,53.0,3136,6.19,6.13,4.13
2184,1.0,1,59.0,3136,6.41,6.33,3.98
2185,1.0,0,57.0,3136,6.44,6.41,3.94
2186,0.8,0,56.0,3137,5.98,6.05,3.67
2187,0.72,1,58.0,3137,5.75,5.78,3.54
2188,0.71,0,56.0,3137,5.78,5.81,3.53
2189,0.71,0,56.0,3137,5.68,5.72,3.55
2190,1.01,3,63.0,3137,6.34,6.25,3.9
2191,0.79,3,56.3,3138,5.85,5.88,3.71
2192,0.74,3,59.0,3138,5.76,5.82,3.56
2193,0.72,3,59.0,3139,5.67,5.7,3.59
2194,0.9,3,61.0,3139,6.16,6.22,3.76
2195,0.9,2,57.0,3139,6.07,6.09,3.9
2196,0.9,2,62.0,3139,6.0,6.02,3.81
2197,0.9,3,61.0,3139,6.24,6.3,3.73
2198,0.72,0,57.0,3139,5.71,5.76,3.58
2199,0.54,0,58.0,3139,5.28,5.25,3.23
2200,0.73,0,57.0,3140,5.8,5.89,3.57
2201,0.7,0,57.0,3140,5.7,5.74,3.5
2202,0.72,2,62.0,3140,5.73,5.78,3.5
2203,0.73,0,53.0,3140,5.82,5.79,3.62
2204,1.02,1,60.0,3141,6.39,6.41,4.0
2205,1.02,3,63.0,3141,6.46,6.52,3.93
2206,0.9,1,59.0,3141,6.27,6.24,3.78
2207,1.0,1,59.0,3142,6.55,6.48,0.0
2208,0.7,0,56.0,3142,5.69,5.72,3.53
2209,1.0,4,67.0,3142,6.25,6.19,4.02
2210,1.02,0,57.0,3142,6.61,6.55,3.87
2211,1.0,1,56.0,3142,6.49,6.44,3.97
2212,1.0,4,54.0,3142,6.21,6.12,4.2
2213,0.68,3,56.0,3143,5.56,5.6,3.5
2214,0.83,0,57.0,3143,6.06,6.13,3.72
2215,0.8,3,56.0,3144,5.88,5.96,3.71
2216,1.21,2,62.0,3144,7.01,6.95,3.99
2217,0.7,3,57.0,3145,5.65,5.68,3.56
2218,0.71,3,62.0,3145,5.84,5.89,3.41
2219,0.84,3,57.0,3145,5.95,6.0,3.8
2220,0.9,1,58.0,3145,6.3,6.19,3.79
2221,0.9,3,56.0,3145,6.12,6.1,3.88
2222,0.7,0,56.0,3145,5.72,5.75,3.51
2223,0.7,0,57.0,3145,5.73,5.77,3.52
2224,0.71,0,59.0,3145,5.79,5.83,3.49
2225,0.7,0,55.0,3145,5.71,5.76,3.53
2226,0.9,4,57.0,3145,6.04,5.95,3.92
2227,0.9,4,56.0,3145,6.1,6.03,3.98
2228,0.9,4,59.0,3145,6.04,6.0,3.94
2229,0.9,4,55.0,3145,5.98,5.9,3.97
2230,0.74,1,59.0,3145,5.84,5.79,3.56
2231,0.72,0,57.0,3145,5.85,5.83,3.54
2232,0.72,2,65.0,3145,5.76,5.72,3.52
2233,0.78,1,55.0,3145,6.0,5.93,3.63
2234,0.71,3,57.0,3146,5.65,5.69,3.59
2235,0.71,0,56.0,3146,5.74,5.79,3.53
2236,0.92,3,62.0,3146,6.26,6.31,3.83
2237,0.8,3,60.0,3146,5.87,5.89,3.7
2238,0.81,0,57.0,3146,6.0,6.05,3.69
2239,0.78,0,58.0,3146,5.86,5.9,3.65
2240,0.73,2,59.0,3146,5.67,5.69,3.62
2241,1.06,0,55.0,3146,6.51,6.46,4.07
2242,1.0,4,56.0,3146,6.3,6.19,4.09
2243,0.77,0,56.0,3148,5.9,5.85,3.66
2244,0.7,2,58.0,3148,5.66,5.72,3.48
2245,0.7,2,60.0,3148,5.79,5.83,3.41
2246,1.02,0,57.0,3148,6.45,6.39,4.03
2247,0.91,2,60.0,3149,6.05,6.08,3.79
2248,1.03,2,62.0,3149,6.37,6.33,4.07
2249,1.03,4,62.0,3149,6.3,6.21,4.06
2250,1.03,1,59.0,3149,6.42,6.4,3.99
2251,0.94,3,59.0,3150,6.23,6.32,3.91
2252,0.88,3,58.0,3150,6.22,6.3,3.7
2253,0.75,0,56.0,3150,5.86,5.84,3.61
2254,0.75,1,58.0,3150,5.85,5.83,3.61
2255,0.72,0,56.0,3151,5.78,5.8,3.55
2256,0.77,3,57.0,3152,5.81,5.86,3.63
2257,0.75,0,58.0,3152,5.81,5.84,3.61
2258,0.83,3,60.0,3153,5.91,5.98,3.75
2259,0.9,2,60.0,3153,6.07,6.11,3.89
2260,0.8,0,56.0,3153,6.03,6.08,3.67
2261,0.71,0,57.0,3153,5.69,5.73,3.54
2262,0.92,2,64.0,3153,6.2,6.16,3.83
2263,0.7,3,61.0,3154,5.79,5.84,3.44
2264,0.7,3,55.0,3154,5.65,5.67,3.52
2265,0.7,3,57.0,3154,5.61,5.65,3.58
2266,0.95,3,55.0,3154,6.25,6.21,3.95
2267,0.58,0,60.0,3154,5.34,5.35,3.29
2268,0.73,0,56.0,3154,5.79,5.81,3.58
2269,0.77,0,55.0,3154,5.87,5.9,3.63
2270,0.7,0,58.0,3154,5.7,5.73,3.5
2271,0.7,0,55.0,3154,5.72,5.76,3.54
2272,0.95,4,66.0,3154,6.5,6.46,3.76
2273,0.8,0,54.0,3154,6.0,5.95,3.7
2274,1.22,1,59.0,3156,6.79,4.24,3.76
2275,0.64,0,53.0,3157,5.51,5.54,3.43
2276,1.06,1,58.0,3158,6.59,6.56,3.96
2277,0.77,0,56.0,3158,5.84,5.87,3.65
2278,0.8,3,63.0,3158,6.11,6.05,3.61
2279,0.82,1,56.0,3159,6.01,5.99,3.7
2280,0.78,0,54.0,3159,5.92,5.94,3.68
2281,0.7,0,57.0,3160,5.68,5.74,3.54
2282,0.9,3,57.0,3160,6.15,6.2,3.88
2283,0.77,3,59.0,3160,6.0,6.04,3.53
2284,0.9,2,60.0,3160,6.03,6.08,3.84
2285,0.9,3,57.0,3160,6.09,6.16,3.85
2286,0.9,2,61.0,3160,6.03,6.11,3.79
2287,0.9,3,63.0,3160,6.26,6.31,3.74
2288,0.9,0,57.0,3160,6.16,6.24,3.8
2289,0.9,3,63.0,3160,6.12,6.19,3.76
2290,0.9,3,61.0,3160,6.23,6.27,3.7
2291,0.81,0,54.0,3160,5.96,5.99,3.7
2292,0.9,4,57.0,3160,6.06,6.0,3.98
2293,0.63,0,56.0,3161,5.48,5.52,3.43
2294,0.71,1,59.0,3161,5.73,5.68,3.56
2295,0.71,0,55.0,3161,5.74,5.71,3.58
2296,0.71,1,59.0,3161,5.86,5.8,3.45
2297,0.76,3,59.0,3162,5.76,5.79,3.64
2298,0.9,2,65.0,3162,6.09,6.12,3.81
2299,0.9,2,59.0,3162,6.07,6.12,3.86
2300,0.9,3,55.0,3162,6.1,6.16,3.86
2301,0.7,0,58.0,3162,5.74,5.76,3.51
2302,0.74,2,54.0,3163,5.77,5.81,3.7
2303,0.74,2,56.0,3163,5.75,5.8,3.67
2304,0.78,2,54.0,3163,5.86,5.82,3.74
2305,0.79,0,56.0,3163,5.96,6.01,3.67
2306,0.73,0,55.0,3164,5.79,5.82,3.56
2307,0.73,0,56.0,3164,5.83,5.88,3.57
2308,1.0,4,54.0,3164,6.42,6.27,4.06
2309,0.7,0,57.0,3165,5.63,5.68,3.55
2310,0.92,1,59.0,3165,6.34,6.25,3.82
2311,0.77,3,58.0,3166,5.89,5.96,3.57
2312,0.73,2,63.0,3166,5.87,6.01,3.46
2313,0.87,4,59.0,3166,6.29,6.44,3.65
2314,1.01,1,59.0,3167,6.66,6.6,0.0
2315,0.71,0,56.0,3167,5.72,5.84,3.59
2316,0.72,0,55.0,3167,5.78,5.81,3.58
2317,0.7,0,55.0,3167,5.66,5.69,3.55
2318,0.79,0,56.0,3167,5.93,5.96,3.65
2319,0.85,0,54.0,3167,6.1,6.14,3.78
2320,0.7,0,55.0,3167,5.68,5.71,3.54
2321,0.72,1,57.0,3167,5.74,5.67,3.55
2322,1.01,4,54.0,3167,6.26,6.15,4.0
2323,1.01,3,58.0,3167,6.39,6.33,4.02
2324,1.08,0,56.0,3168,6.64,6.62,4.1
2325,1.23,0,55.0,3168,6.92,6.87,4.25
2326,0.91,3,61.0,3169,6.13,6.2,3.85
2327,0.79,0,56.0,3169,5.96,6.01,3.66
2328,0.77,0,55.0,3169,5.93,5.95,3.65
2329,0.76,3,57.0,3170,5.84,5.95,3.6
2330,0.92,3,58.0,3170,6.18,6.22,3.88
2331,0.92,0,56.0,3170,6.24,6.29,3.9
2332,0.76,0,57.0,3170,5.84,5.87,3.62
2333,0.75,0,55.0,3170,5.81,5.85,3.62
2334,0.74,1,57.0,3170,5.85,5.79,3.59
2335,0.74,0,56.0,3170,5.79,5.76,3.6
2336,1.09,4,56.0,3170,6.47,6.39,4.27
2337,0.74,0,56.0,3170,5.83,5.78,3.58
2338,0.74,0,57.0,3170,5.79,5.77,3.6
2339,0.74,0,56.0,3171,5.79,5.83,3.61
2340,0.83,3,58.0,3171,5.97,6.01,3.73
2341,0.83,0,55.0,3171,6.04,6.08,3.73
2342,0.78,0,57.0,3171,5.87,5.9,3.66
2343,0.75,0,55.0,3171,5.81,5.84,3.6
2344,0.83,0,55.0,3171,6.05,6.09,3.75
2345,0.79,0,56.0,3171,5.99,6.05,3.63
2346,1.03,0,57.0,3172,6.48,6.52,4.0
2347,1.03,1,60.0,3172,6.46,6.51,3.96
2348,1.03,0,57.0,3172,6.43,6.36,4.0
2349,0.7,0,54.0,3172,5.65,5.7,3.65
2350,0.7,0,55.0,3172,5.64,5.67,3.52
2351,0.84,4,57.2,3172,5.83,5.87,3.81
2352,0.93,4,58.1,3172,6.0,6.04,3.98
2353,0.7,3,57.0,3173,5.55,5.66,3.58
2354,1.01,1,58.0,3173,6.54,6.39,3.89
2355,0.8,0,58.0,3173,5.97,6.0,3.68
2356,1.01,4,63.0,3173,6.08,6.0,4.14
2357,0.92,1,59.0,3174,6.36,6.33,3.83
2358,0.71,3,55.0,3175,5.68,5.71,3.58
2359,0.7,0,57.0,3175,5.78,5.82,3.49
2360,0.9,0,55.0,3175,6.18,6.14,3.85
2361,0.7,1,61.0,3175,5.65,5.57,3.53
2362,0.9,1,61.0,3175,6.13,6.06,3.77
2363,0.9,1,56.0,3175,6.23,6.19,3.87
2364,0.7,2,58.0,3175,5.67,5.62,3.59
2365,1.0,4,57.0,3175,6.33,6.12,4.08
2366,1.5,4,61.0,3175,6.99,6.81,4.78
2367,0.9,3,58.0,3176,6.2,6.26,3.85
2368,0.9,2,59.0,3176,6.05,6.1,3.86
2369,0.77,0,54.0,3176,5.89,5.93,3.69
2370,0.32,0,56.0,561,4.41,4.44,2.73
2371,0.32,1,58.0,561,4.36,4.38,2.73
2372,0.32,0,57.0,561,4.39,4.41,2.73
2373,0.32,0,55.0,561,4.41,4.42,2.73
2374,0.32,0,57.0,561,4.4,4.41,2.71
2375,0.32,3,55.0,561,4.4,4.42,2.78
2376,0.32,1,59.0,561,4.35,4.38,2.71
2377,0.32,3,57.0,561,4.33,4.37,2.74
2378,0.32,3,58.0,561,4.31,4.35,2.72
2379,0.32,1,59.0,561,4.41,4.44,2.69
2380,0.32,1,58.0,561,4.42,4.45,2.71
2381,0.32,3,57.0,561,4.47,4.51,2.69
2382,0.32,3,58.0,561,4.35,4.37,2.74
2383,0.32,3,58.0,561,4.36,4.39,2.72
2384,0.32,1,58.0,561,4.37,4.4,2.73
2385,0.4,2,57.0,561,4.67,4.7,2.99
2386,0.32,1,60.0,561,4.36,4.39,2.69
2387,0.32,1,58.0,561,4.38,4.42,2.67
2388,0.32,1,59.0,561,4.4,4.42,2.71
2389,0.32,0,57.0,561,4.39,4.4,2.7
2390,0.32,0,57.0,561,4.37,4.4,2.72
2391,0.32,0,55.0,561,4.42,4.45,2.74
2392,0.32,0,56.0,561,4.44,4.46,2.72
2393,0.32,0,56.0,561,4.38,4.42,2.75
2394,0.32,3,55.0,561,4.35,4.41,2.75
2395,0.32,0,55.0,561,4.41,4.43,2.73
2396,0.32,1,59.0,561,4.38,4.41,2.69
2397,0.32,3,59.0,561,4.37,4.41,2.72
2398,0.26,3,58.0,562,4.13,4.16,2.54
2399,0.31,0,55.0,562,4.37,4.39,2.7
2400,0.7,0,56.0,3176,5.73,5.76,3.51
2401,0.72,0,57.0,3176,5.82,5.89,3.54
2402,0.7,3,57.0,3177,5.61,5.65,3.59
2403,0.74,0,54.0,3177,5.86,5.89,3.59
2404,0.67,3,56.0,3178,5.6,5.62,3.48
2405,0.74,0,55.0,3178,5.83,5.81,3.62
2406,0.72,0,56.0,3179,5.7,5.74,3.58
2407,0.72,0,56.0,3179,5.8,5.84,3.54
2408,0.72,0,57.0,3179,5.69,5.75,3.55
2409,0.72,0,57.0,3179,5.68,5.73,3.58
2410,0.81,2,58.0,3179,5.9,5.85,3.75
2411,1.5,2,62.0,3179,7.56,7.39,4.29
2412,0.74,3,58.0,3180,5.79,5.82,3.59
2413,0.93,3,59.0,3180,6.32,6.34,3.87
2414,0.87,3,57.0,3180,6.05,6.11,3.78
2415,0.72,0,58.0,3180,5.77,5.8,3.52
2416,0.72,0,55.0,3180,5.74,5.78,3.56
2417,0.72,0,57.0,3180,5.74,5.76,3.54
2418,0.91,4,60.0,3180,6.1,6.07,3.92
2419,0.91,4,57.0,3180,6.12,6.07,3.95
2420,0.91,1,56.0,3180,6.23,6.18,3.86
2421,0.91,3,56.0,3181,6.18,6.23,3.85
2422,0.95,1,58.0,3181,6.22,6.18,3.88
2423,0.63,0,58.0,3181,5.49,5.54,3.37
2424,0.92,0,57.0,3181,6.21,6.26,3.85
2425,0.95,1,60.0,3181,6.36,6.34,3.8
2426,0.8,0,56.0,3181,5.98,5.92,3.67
2427,0.73,3,58.0,3182,5.68,5.72,3.62
2428,0.73,0,56.0,3182,5.77,5.8,3.59
2429,0.73,0,56.0,3183,5.74,5.81,3.61
2430,0.73,0,55.0,3183,5.74,5.77,3.58
2431,0.72,3,56.0,3183,5.67,5.71,3.6
2432,1.11,1,59.0,3183,6.65,6.58,4.09
2433,0.85,0,57.0,3183,6.13,6.18,3.74
2434,0.76,0,55.0,3183,5.92,5.88,3.63
2435,0.7,1,60.0,3183,5.75,5.71,3.49
2436,0.73,3,58.0,3184,5.7,5.75,3.6
2437,0.78,0,55.0,3184,5.94,5.89,3.65
2438,0.7,0,55.0,3185,5.71,5.76,3.51
2439,0.7,0,56.0,3185,5.75,5.79,3.51
2440,0.7,0,57.0,3185,5.66,5.7,3.5
2441,0.79,0,56.0,3185,6.02,5.95,3.66
2442,0.72,1,58.0,3185,5.89,5.86,3.53
2443,0.9,4,68.0,3187,6.37,6.33,3.65
2444,0.96,1,59.0,3187,6.3,6.22,3.94
2445,0.9,3,56.0,3187,6.15,5.99,3.85
2446,1.03,2,62.0,3188,6.69,6.73,3.77
2447,0.9,3,56.0,3188,6.11,6.21,3.85
2448,0.75,2,56.0,3188,5.98,6.06,3.52
2449,0.77,0,57.0,3189,5.87,5.91,3.63
2450,0.91,3,59.0,3189,6.23,6.28,3.77
2451,0.85,0,57.0,3189,6.06,6.01,3.79
2452,0.71,0,55.0,3189,5.74,5.77,3.56
2453,0.74,0,57.0,3189,5.92,5.94,3.53
2454,0.73,0,56.0,3189,5.8,5.76,3.57
2455,0.73,0,56.0,3189,5.8,5.77,3.58
2456,1.01,1,60.0,3190,6.45,6.35,3.99
2457,0.71,0,54.0,3190,5.71,5.75,3.55
2458,0.89,1,58.0,3190,6.24,6.17,3.79
2459,0.92,1,60.0,3190,6.18,6.13,3.87
2460,1.01,4,55.0,3190,6.29,6.24,4.12
2461,0.7,0,56.0,3191,5.69,5.82,3.49
2462,0.7,0,57.0,3191,5.75,5.83,3.49
2463,0.7,0,55.0,3191,5.71,5.67,3.53
2464,0.71,0,57.0,3191,5.71,5.75,3.56
2465,0.71,0,57.0,3191,5.71,5.74,3.55
2466,0.8,0,55.0,3192,5.96,5.99,3.67
2467,0.71,0,55.0,3192,5.71,5.74,3.56
2468,0.75,0,57.0,3192,5.93,5.9,3.56
2469,0.71,3,60.0,3192,5.65,5.71,3.53
2470,0.71,3,57.0,3192,5.74,5.77,3.54
2471,0.81,0,57.0,3192,5.97,6.02,3.73
2472,0.76,0,56.0,3192,5.92,5.89,3.63
2473,0.91,2,59.0,3192,5.99,5.96,3.82
2474,1.0,2,64.0,3192,6.43,6.29,3.94
2475,0.76,1,59.0,3192,6.01,5.97,3.6
2476,1.0,4,57.0,3192,6.35,6.29,4.07
2477,0.81,1,60.0,3193,6.02,5.99,3.69
2478,0.73,0,54.0,3193,5.8,5.75,3.59
2479,0.9,2,61.0,3193,6.42,6.37,3.67
2480,0.7,2,63.0,3193,5.68,5.74,3.45
2481,0.81,1,58.0,3193,5.94,5.88,3.72
2482,0.9,2,60.0,3193,6.11,6.06,3.87
2483,0.54,1,57.5,3194,5.25,5.28,3.23
2484,0.83,3,58.0,3195,5.97,6.03,3.76
2485,0.73,0,53.0,3195,5.79,5.82,3.62
2486,0.71,0,54.0,3195,5.68,5.72,3.55
2487,0.8,0,56.0,3195,5.96,6.0,3.69
2488,0.83,2,60.9,3195,5.84,5.92,3.75
2489,0.91,3,58.0,3195,6.15,6.1,3.89
2490,0.91,3,60.0,3195,6.1,6.06,3.85
2491,0.6,0,57.0,3196,5.42,5.45,3.34
2492,0.9,2,53.0,3196,6.08,6.15,3.85
2493,0.91,0,55.0,3196,6.27,6.2,3.85
2494,0.9,3,56.0,3197,6.13,6.18,3.87
2495,0.51,0,56.0,3197,5.13,5.21,3.17
2496,0.77,3,54.0,3197,5.91,5.94,3.62
2497,1.01,4,60.0,3197,6.15,6.13,4.06
2498,0.83,1,59.0,3198,6.04,5.99,3.73
2499,0.73,0,59.0,3198,5.74,5.77,3.58
2500,0.71,0,59.0,3198,5.71,5.75,3.52
2501,0.71,0,56.0,3198,5.66,5.7,3.54
2502,0.83,0,55.0,3198,6.05,6.0,3.74
2503,0.7,1,59.0,3199,5.74,5.7,3.49
2504,1.0,4,64.0,3199,6.58,6.54,3.69
2505,0.71,0,57.0,3199,5.7,5.73,3.58
2506,0.71,0,56.0,3199,5.71,5.74,3.5
2507,1.02,3,63.0,3199,6.52,6.46,3.93
2508,0.7,0,56.0,3199,5.67,5.65,3.53
2509,0.7,0,57.0,3199,5.76,5.73,3.54
2510,1.02,1,60.0,3199,6.41,6.39,4.0
2511,0.73,3,57.0,3200,5.73,5.75,3.56
2512,0.74,0,56.0,3200,5.83,5.79,3.61
2513,0.9,0,56.0,3200,6.15,6.06,3.82
2514,0.9,2,57.0,3201,6.07,6.13,3.89
2515,0.7,0,59.0,3201,5.72,5.75,3.47
2516,0.7,0,59.0,3201,5.67,5.73,3.48
2517,0.73,0,57.0,3201,5.75,5.79,3.6
2518,0.84,0,57.0,3201,6.03,6.09,3.72
2519,0.76,0,55.0,3201,5.92,5.89,3.6
2520,0.71,3,55.0,3203,5.85,5.88,3.5
2521,1.04,2,58.0,3203,6.35,6.42,4.08
2522,1.04,3,61.0,3203,6.45,6.47,3.98
2523,0.7,3,62.0,3204,5.67,5.57,3.56
2524,0.7,1,60.0,3204,5.62,5.59,3.53
2525,1.02,0,56.0,3204,6.39,6.35,3.97
2526,1.04,2,56.0,3204,6.36,6.32,4.05
2527,0.7,3,60.0,3205,5.7,5.73,3.46
2528,1.11,1,59.0,3205,6.61,6.67,4.05
2529,0.7,0,56.0,3205,5.75,5.79,3.51
2530,0.7,0,56.0,3205,5.74,5.77,3.51
2531,0.71,4,62.0,3205,5.87,5.81,3.43
2532,0.9,1,59.0,3205,6.2,6.14,3.87
2533,0.9,4,59.0,3205,6.0,5.95,3.94
2534,0.9,4,58.0,3205,6.0,5.97,3.95
2535,0.9,4,54.0,3205,6.1,6.04,3.93
2536,0.9,4,60.0,3205,5.98,5.93,3.91
2537,0.9,4,59.0,3205,6.09,5.99,3.91
2538,0.9,1,61.0,3205,6.32,6.28,3.72
2539,0.72,1,57.0,3205,5.82,5.79,3.52
2540,0.75,1,58.0,3206,5.83,5.85,3.61
2541,0.75,0,56.0,3206,5.84,5.86,3.61
2542,0.75,3,55.0,3206,5.77,5.79,3.63
2543,0.58,0,57.0,3206,5.38,5.41,3.27
2544,0.7,0,56.0,3206,5.71,5.75,3.5
2545,0.7,0,55.0,3206,5.71,5.76,3.53
2546,0.7,2,62.0,3206,5.69,5.74,3.42
2547,0.83,3,55.0,3207,5.95,5.96,3.75
